,title,authors,publisher,published_date,description,ISBN13,categories,google_rating,google_ratings_count,book_cover_url,language
1763,It's Called a Breakup Because It's Broken,"['Greg Behrendt', 'Amiira Ruotola-Behrendt']",Harmony,2006,"A humorous but helpful handbook offers survival strategies for women who are getting over Mr. Wrong and struggling to rebuild their lives, covering everything from ending a relationship permanently to finding a brighter romantic future.",9780767921961,['Self-Help'],4.0,14,http://books.google.com/books/content?id=7NOCY9YX8SQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1764,Mama Day,['Gloria Naylor'],Vintage,1989,"In a small Georgia town, Mama Day, uses her gifts as a seer and healer, but her powers are ultimately tested when her beloved niece's life hangs in the balance",9780679721819,['Fiction'],4.5,12,http://books.google.com/books/content?id=NJWsLwHwPGgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1765,A Feather on the Breath of God,['Sigrid Nunez'],Macmillan,2005-12-27,"Growing up in a New York housing project during the 1950s and 1960s, a young woman, the child of multiethnic immigrant parents, escapes the problems of her life into a world of dreams shaped by her parents' stories, her own reading, and the ballet. Reprint.",9780312422738,['Fiction'],4,3,http://books.google.com/books/content?id=Y9KesaEJSDcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1766,Mitz,['Sigrid Nu\x96ez'],Soft Skull Press,2007-02-15,"In 1934, a ""sickly pathetic marmoset"" named Mitz came into the care of Leonard Woolf. After nursing her back to health, he was rarely seen without the amusing monkey on his shoulder. A ubiquitous presence in Bloomsbury society, Mitz moved with the Woolfs between their homes in London and Sussex. She developed her own special relationships with the family's cocker spaniels and with the various members of the Woolfs' circle, among them T. S. Eliot and Vita Sackville-West. Mitz even played a vital role in helping the Woolfs escape a close call with Nazis in Germany just before World War II. Blending letters, diaries, and memoirs, acclaimed novelist Sigrid Nunez reconstructs Mitz's life, painting it against the fascinating backdrop of Bloomsbury in its twilight years. Tender, affectionate, and filled with humor, this novel offers a striking look at lives shadowed by war, death, and mental breakdown, as well as the happiness and productivity this plucky creature inspired.",9781933368566,['Fiction'],3.5,2,http://books.google.com/books/content?id=9heK_IYC5ewC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1767,War with the Newts,"['Karel Capek', 'M. Weatherall', 'R. Weatherall']",Northwestern University Press,1996-10-07,"Originally written in 1936, two years before Capek's death and three years before the Nazi invasion of Czechoslovakia, War with the Newts is considered by many to be Capek's greatest book. Working in the ""fantastic"" satiric tradition of Wells, Orwell, and Vonnegut, Capek chronicles the discovery of a colony of highly intelligent giant salamanders off the coast of an Indonesian island. Capek sardonically details all the reactions of the civilized world - from horror to skepticism, from intellectual fascination to mercantile opportunism - and the ultimate destruction from which it (and the newts) might not escape.",9780810114685,['Fiction'],4,25,http://books.google.com/books/content?id=Q2bkOYPnoDoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1768,Parallel Worlds,['Michio Kaku'],Anchor,2006,"Sheds new light on discoveries that have revolutionized the field of cosmology and transformed understanding of the universe, offering an explanation of the multiverse M-theory and its implications in terms of the fate of our own universe.",9781400033720,['Science'],4,8,http://books.google.com/books/content?id=3G-KDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1769,Key Lime Pie Murder,['Joanne Fluke'],Kensington Books,2007,"While getting ready to judge the baking contest at the local town fair, Hannah Swensen stumbles upon the dead body of a fellow judge, along with a smashed key lime pie.",9780758210180,['Fiction'],3.5,28,http://books.google.com/books/content?id=_tAScZ0SiTcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1770,The Strawberry Shortcake Murder,['Joanne Fluke'],Kensington Books,2002,"Bakery owner and occasional sleuth Hannah Swenson serves as the head judge for Hartland Flour's annual Dessert Bake-Off, but when another judge is murdered, she must sift through a wealth of suspects to find a killer.",9781575667218,['Fiction'],3.5,33,http://books.google.com/books/content?id=5DtSTKa7bO4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1771,Lemon Meringue Pie Murder,['Joanne Fluke'],Kensington Books,2006-03-01,"The residents of Lake Eden, Minnesota, are planning to paint the town red, white, and blue to celebrate the Fourth of July--but the fireworks are already going off at Hannah Swensen's bake shop, The Cookie Jar. . . Lemon Meringue Pie Murder Hannah Swensen thought she'd finally discovered the recipe for a perfect life. But her sometime beau Norman Rhodes tosses a surprise ingredient into the mix when he phones to tell her he's just bought a house from local drugstore clerk Rhonda Scharf--which he plans to tear down in order to build the dream home he and Hannah designed. It seems the plan has been cooking for quite some time, and Hannah's shocked. Especially since her ring finger is still very much bare. . . The good news is that the soon-to-be-torn-down house is full of antiques--and Norman has given Hannah and her mother first dibs. They uncover some gorgeous old furniture, a patchwork quilt. . .and Rhonda Scharf's dead body. A little more sleuthing turns up the half-eaten remains of a very special dinner for two--and one of The Cookie Jar's famous lemon meringue pies. Now it's up to Hannah to turn up the heat--and get busy tracking down clues. Starting in her very own kitchen. . . Includes nine original cookie and dessert recipes for you to try! Fun. . .frothy. . .Enticing recipes for cookies and other treats, presented with helpful procedural hints, are an extra bonus. --Publishers Weekly",9780758215048,['Fiction'],3,19,http://books.google.com/books/content?id=W0IYn16lsR8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
1772,Chocolate Chip Cookie Murder,['Joanne Fluke'],Kensington Books,2006,Cookie-baking sleuth Hannah Swensen must protect her reputation when a popular delivery man is found murdered behind her bakery with Hannah's cookies scattered around him.,9780758213501,['Fiction'],3.5,59,http://books.google.com/books/content?id=jbw48htIDL8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1773,Blueberry Muffin Murder,['Joanne Fluke'],Kensington Books,2003,"Bakery owner and sleuth extraordinaire Hannah Swensen is on the case when Connie Mac, the pompous host of a cable TV cooking show who has been chosen to bake this year's official Winter Carnival cake, is murdered while eating one of Hannah's famous blueberry muffins. Reprint.",9781575667225,['Fiction'],3.5,20,http://books.google.com/books/content?id=lEaRW5laWkQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1774,The Wolf Shall Dwell with the Lamb,['Eric H F Law'],Chalice Press,1993-01-01,This groundbreaking work explores how certain cultures consciously and unconsciously dominate in multicultural situations and what can be done about it.,9780827242319,['Religion'],5.0,1,http://books.google.com/books/content?id=mEWzmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
1775,Focus,['Al Ries'],Harper Collins,2005-09-27,"What's the secret to a company's continued growth and prosperity? Internationally known marketing expert Al Ries has the answer: focus. His commonsense approach to business management is founded on the premise that long-lasting success depends on focusing on core products and eschewing the temptation to diversify into unrelated enterprises. Using real-world examples, Ries shows that in industry after industry, it is the companies that resist diversification, and focus instead on owning a category in consumers' minds, that dominate their markets. He offers solid guidance on how to get focused and how to stay focused, laying out a workable blueprint for any company's evolution that will increase market share and shareholder value while ensuring future success.",9780060799908,['Business & Economics'],3.0,1,http://books.google.com/books/content?id=LkB21Vc30XUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
1776,"Positioning: The Battle for Your Mind, 20th Anniversary Edition","['Al Ries', 'Jack Trout']",McGraw-Hill Professional,2001-01-18,"""...Ries and Trout taught me everything I know about branding, marketing, and product management. When I had the idea of creating a very large thematic community on the Web, I first thought of Positioning...."" ­­David Bohnett, Chairman and Founder of GeoCities ""One of the most important communication books I've ever read. I recommend it highly!"" ­­Spencer Johnson, MD, co-author of The One Minute Manager It shook up the world of marketing with all the force of a 20-megaton bomb, and now, two decades later, Positioning is still as fresh and, perhaps, even more relevant, for advertisers in the New Economy. To commemorate the 20th anniversary of the classic book that changed an industry, McGraw-Hill has reunited mavens of marketing Al Ries and Jack Trout to make available to another generation of advertisers the book that forever changed the way advertising is done. The 20th Anniversary Edition features commentary from the authors that offers fresh insight into why ""positioning"" a product in a prospective customer's mind is still the most important strategy in business. Ries and Trout look back over two decades of campaigns, offering penetrating analyses of some of the most phenomenal successes and unbelievable failures in advertising history. The first book to deal with the problems of communicating to a skeptical, over-communicated public, Positioning describes a revolutionary approach to creating a ""position"" in a prospective customer's mind that reflects a company's own strengths and weaknesses as well as those of its competitors. Writing in their trademark witty, fast-paced style, Ries and Trout explain how to position an industry leader so that it gets into people's minds and stays there, how to position a follower so that it can occupy a space not claimed by the leader, and how to avoid letting a second product ride on the coattails of an established one.",9780071359160,['Business & Economics'],4.5,7,http://books.google.com/books/content?id=3hjG01OzMGYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
1777,Bloodsucking Fiends,['Christopher Moore'],Harper Collins,2004-05-25,"When aspiring young writer Tommy Flood meets beautiful Jody on her nocturnal visit to the supermarket, he unwittingly begins an eternal relationship with a vampire.",9780060735418,['Fiction'],3.5,134,http://books.google.com/books/content?id=1kA19ZaJkAIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
1778,Island of the Sequined Love Nun,['Christopher Moore'],William Morrow Paperbacks,2004-05-25,"Take a wonderfully crazed excursion into the demented heart of a tropical paradise—a world of cargo cults, cannibals, mad scientists, ninjas, and talking fruit bats. Our bumbling hero is Tucker Case, a hopeless geek trapped in a cool guy's body, who makes a living as a pilot for the Mary Jean Cosmetics Corporation. But when he demolishes his boss's pink plane during a drunken airborne liaison, Tuck must run for his life from Mary Jean's goons. Now there's only one employment opportunity left for him: piloting shady secret missions for an unscrupulous medical missionary and a sexy blond high priestess on the remotest of Micronesian hells. Here is a brazen, ingenious, irreverent, and wickedly funny novel from a modern master of the outrageous.",9780060735449,['Fiction'],3.0,63,http://books.google.com/books/content?id=YLqclgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
